anio,mes,ruta,clasificacion_vuelo,origen_localidad,origen_provincia,destino_localidad,destino_provincia,pasajeros,asientos,vuelos,factor_ocupacion
2020,3,Santa Cruz de la Sierra - Ezeiza,internacional,Santa Cruz de la Sierra,,Ezeiza,Buenos Aires,7204,8837,49,0.8152
2020,3,Santa Fe - Ciudad de Buenos Aires,cabotaje,Santa Fe,Santa Fe,Ciudad de Buenos Aires,Ciudad Autónoma de Buenos Aires,994,1769,23,0.5619
2020,3,Santa Fe - Ezeiza,cabotaje,Santa Fe,Santa Fe,Ezeiza,Buenos Aires,38,83,1,0.4578
2020,3,Santa Rosa - Ciudad de Buenos Aires,cabotaje,Santa Rosa,La Pampa,Ciudad de Buenos Aires,Ciudad Autónoma de Buenos Aires,659,1200,18,0.5492
2020,3,Santa Rosa - Ezeiza,cabotaje,Santa Rosa,La Pampa,Ezeiza,Buenos Aires,68,192,2,0.3542
2020,3,Santiago - Córdoba,internacional,Santiago,,Córdoba,Córdoba,3733,4996,29,0.7472
2020,3,Santiago - El Palomar,internacional,Santiago,,El Palomar,Buenos Aires,3052,5022,27,0.6077
2020,3,Santiago - Ezeiza,internacional,Santiago,,Ezeiza,Buenos Aires,37617,55683,252,0.6756
2020,3,Santiago - Mendoza,internacional,Santiago,,Mendoza,Mendoza,5469,8256,48,0.6624
2020,3,Santiago del Estero - Ciudad de Buenos Aires,cabotaje,Santiago del Estero,Santiago del Estero,Ciudad de Buenos Aires,Ciudad Autónoma de Buenos Aires,1565,2210,23,0.7081
2020,3,Santiago del Estero - El Palomar,cabotaje,Santiago del Estero,Santiago del Estero,El Palomar,Buenos Aires,924,1105,8,0.8362
2020,3,São Paulo - Córdoba,internacional,São Paulo,,Córdoba,Córdoba,1314,1613,9,0.8146
2020,3,São Paulo - El Palomar,internacional,São Paulo,,El Palomar,Buenos Aires,460,756,4,0.6085
2020,3,São Paulo - Ezeiza,internacional,São Paulo,,Ezeiza,Buenos Aires,51228,70592,364,0.7257
2020,3,São Paulo - Mendoza,internacional,São Paulo,,Mendoza,Mendoza,1741,3015,17,0.5774
2020,3,São Paulo - Rosario,internacional,São Paulo,,Rosario,Santa Fe,167,177,1,0.9435
2020,3,São Paulo - San Carlos de Bariloche,internacional,São Paulo,,San Carlos de Bariloche,Río Negro,253,522,3,0.4847
2020,3,Trelew - Bahía Blanca,cabotaje,Trelew,Chubut,Bahía Blanca,Buenos Aires,251,768,8,0.3268
2020,3,Trelew - Ciudad de Buenos Aires,cabotaje,Trelew,Chubut,Ciudad de Buenos Aires,Ciudad Autónoma de Buenos Aires,5354,7176,49,0.7461
2020,3,Trelew - Comodoro Rivadavia,cabotaje,Trelew,Chubut,Comodoro Rivadavia,Chubut,305,816,9,0.3738
2020,3,Trelew - El Calafate,cabotaje,Trelew,Chubut,El Calafate,Santa Cruz,289,576,6,0.5017
2020,3,Trelew - El Palomar,cabotaje,Trelew,Chubut,El Palomar,Buenos Aires,932,1227,7,0.7596
2020,3,Trelew - Ezeiza,cabotaje,Trelew,Chubut,Ezeiza,Buenos Aires,165,189,1,0.873
2020,3,Ushuaia - Bahía Blanca,cabotaje,Ushuaia,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",Bahía Blanca,Buenos Aires,452,672,7,0.6726
2020,3,Ushuaia - Ciudad de Buenos Aires,cabotaje,Ushuaia,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",Ciudad de Buenos Aires,Ciudad Autónoma de Buenos Aires,17279,19889,134,0.8688
2020,3,Ushuaia - Córdoba,cabotaje,Ushuaia,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",Córdoba,Córdoba,932,1152,12,0.809
2020,3,Ushuaia - El Calafate,cabotaje,Ushuaia,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",El Calafate,Santa Cruz,4192,6464,39,0.6485
2020,3,Ushuaia - El Palomar,cabotaje,Ushuaia,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",El Palomar,Buenos Aires,511,744,5,0.6868
2020,3,Ushuaia - Ezeiza,cabotaje,Ushuaia,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",Ezeiza,Buenos Aires,2863,3508,26,0.8161
2020,3,Ushuaia - Río Gallegos,cabotaje,Ushuaia,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",Río Gallegos,Santa Cruz,48,167,5,0.2874
2020,3,Viedma - Ciudad de Buenos Aires,cabotaje,Viedma,Río Negro,Ciudad de Buenos Aires,Ciudad Autónoma de Buenos Aires,663,816,11,0.8125
2020,3,Zurich - Ezeiza,internacional,Zurich,,Ezeiza,Buenos Aires,1138,1570,5,0.7248
2020,4,Asunción - Ezeiza,internacional,Asunción,,Ezeiza,Buenos Aires,141,170,1,0.8294
2020,4,Auckland - Ezeiza,internacional,Auckland,,Ezeiza,Buenos Aires,143,544,2,0.2629
2020,4,Bogotá - Ezeiza,internacional,Bogotá,,Ezeiza,Buenos Aires,233,272,1,0.8566
2020,4,Cancún - Ezeiza,internacional,Cancún,,Ezeiza,Buenos Aires,1201,1309,5,0.9175
2020,4,Ciudad de Buenos Aires - Comodoro Rivadavia,cabotaje,Ciudad de Buenos Aires,Ciudad Autónoma de Buenos Aires,Comodoro Rivadavia,Chubut,164,170,1,0.9647
2020,4,Ciudad de Buenos Aires - El Calafate,cabotaje,Ciudad de Buenos Aires,Ciudad Autónoma de Buenos Aires,El Calafate,Santa Cruz,106,170,1,0.6235
2020,4,Ciudad de Buenos Aires - Río Gallegos,cabotaje,Ciudad de Buenos Aires,Ciudad Autónoma de Buenos Aires,Río Gallegos,Santa Cruz,500,510,3,0.9804
2020,4,Ciudad de Buenos Aires - Ushuaia,cabotaje,Ciudad de Buenos Aires,Ciudad Autónoma de Buenos Aires,Ushuaia,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",417,425,5,0.9812
2020,4,Comodoro Rivadavia - Ciudad de Buenos Aires,cabotaje,Comodoro Rivadavia,Chubut,Ciudad de Buenos Aires,Ciudad Autónoma de Buenos Aires,42,170,1,0.2471
2020,4,El Calafate - Ciudad de Buenos Aires,cabotaje,El Calafate,Santa Cruz,Ciudad de Buenos Aires,Ciudad Autónoma de Buenos Aires,89,170,1,0.5235
2020,4,Ezeiza - Amsterdam,internacional,Ezeiza,Buenos Aires,Amsterdam,,244,294,1,0.8299
2020,4,Ezeiza - Asunción,internacional,Ezeiza,Buenos Aires,Asunción,,169,170,1,0.9941
2020,4,Ezeiza - Auckland,internacional,Ezeiza,Buenos Aires,Auckland,,58,1088,4,0.0533
2020,4,Ezeiza - Bogotá,internacional,Ezeiza,Buenos Aires,Bogotá,,1,272,1,0.0037
2020,4,Ezeiza - Cancún,internacional,Ezeiza,Buenos Aires,Cancún,,5,544,2,0.0092
2020,4,Ezeiza - Frankfurt Am Main,internacional,Ezeiza,Buenos Aires,Frankfurt Am Main,,1043,1099,3,0.949
2020,4,Ezeiza - Lima,internacional,Ezeiza,Buenos Aires,Lima,,414,581,3,0.7126
2020,4,Ezeiza - Madrid,internacional,Ezeiza,Buenos Aires,Madrid,,1106,1477,5,0.7488
2020,4,Ezeiza - Melbourne,internacional,Ezeiza,Buenos Aires,Melbourne,,187,236,1,0.7924
2020,4,Ezeiza - México Df,internacional,Ezeiza,Buenos Aires,México Df,,246,274,1,0.8978
2020,4,Ezeiza - París,internacional,Ezeiza,Buenos Aires,París,,288,468,1,0.6154
2020,4,Ezeiza - Punta Cana,internacional,Ezeiza,Buenos Aires,Punta Cana,,21,272,1,0.0772
2020,4,Ezeiza - Quito,internacional,Ezeiza,Buenos Aires,Quito,,187,267,1,0.7004
2020,4,Ezeiza - Roma,internacional,Ezeiza,Buenos Aires,Roma,,253,586,2,0.4317
2020,4,Ezeiza - Salt Lake City,internacional,Ezeiza,Buenos Aires,Salt Lake City,,564,592,2,0.9527
2020,4,Ezeiza - Santiago,internacional,Ezeiza,Buenos Aires,Santiago,,286,800,3,0.3575
2020,4,Ezeiza - São Paulo,internacional,Ezeiza,Buenos Aires,São Paulo,,77,174,1,0.4425
2020,4,Ezeiza - Toronto,internacional,Ezeiza,Buenos Aires,Toronto,,142,400,1,0.355
2020,4,Formosa - Ciudad de Buenos Aires,cabotaje,Formosa,Formosa,Ciudad de Buenos Aires,Ciudad Autónoma de Buenos Aires,1,48,1,0.0208
2020,4,Frankfurt Am Main - Ezeiza,internacional,Frankfurt Am Main,,Ezeiza,Buenos Aires,336,364,1,0.9231
2020,4,La Habana - Ezeiza,internacional,La Habana,,Ezeiza,Buenos Aires,410,524,2,0.7824
2020,4,Lima - Ezeiza,internacional,Lima,,Ezeiza,Buenos Aires,380,391,2,0.9719
2020,4,Madrid - Ezeiza,internacional,Madrid,,Ezeiza,Buenos Aires,245,267,1,0.9176
2020,4,Miami - Ezeiza,internacional,Miami,,Ezeiza,Buenos Aires,252,272,1,0.9265
2020,4,Montevideo - Ezeiza,internacional,Montevideo,,Ezeiza,Buenos Aires,159,170,1,0.9353
2020,4,México Df - Ezeiza,internacional,México Df,,Ezeiza,Buenos Aires,286,313,1,0.9137
2020,4,Neuquén - Ezeiza,cabotaje,Neuquén,Neuquén,Ezeiza,Buenos Aires,21,50,1,0.42
2020,4,Punta Cana - Ezeiza,internacional,Punta Cana,,Ezeiza,Buenos Aires,129,272,1,0.4743
2020,4,Quito - Ezeiza,internacional,Quito,,Ezeiza,Buenos Aires,225,267,1,0.8427
2020,4,Roma - Ezeiza,internacional,Roma,,Ezeiza,Buenos Aires,130,293,1,0.4437
2020,4,Río Gallegos - Ciudad de Buenos Aires,cabotaje,Río Gallegos,Santa Cruz,Ciudad de Buenos Aires,Ciudad Autónoma de Buenos Aires,343,510,3,0.6725
2020,4,Sydney - Ezeiza,internacional,Sydney,,Ezeiza,Buenos Aires,288,313,1,0.9201
2020,4,Ushuaia - Ciudad de Buenos Aires,cabotaje,Ushuaia,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",Ciudad de Buenos Aires,Ciudad Autónoma de Buenos Aires,346,510,5,0.6784
2020,5,Amsterdam - Ezeiza,internacional,Amsterdam,,Ezeiza,Buenos Aires,374,425,1,0.88
2020,5,Auckland - Ezeiza,internacional,Auckland,,Ezeiza,Buenos Aires,185,539,2,0.3432
2020,5,Bangkok - Ezeiza,internacional,Bangkok,,Ezeiza,Buenos Aires,237,270,1,0.8778
2020,5,Barcelona - Ezeiza,internacional,Barcelona,,Ezeiza,Buenos Aires,243,272,1,0.8934
2020,5,Bogotá - Ezeiza,internacional,Bogotá,,Ezeiza,Buenos Aires,244,272,1,0.8971
2020,5,Cancún - Ezeiza,internacional,Cancún,,Ezeiza,Buenos Aires,1212,1360,5,0.8912
2020,5,Cartagena - Ezeiza,internacional,Cartagena,,Ezeiza,Buenos Aires,138,160,1,0.8625
2020,5,Ciudad de Buenos Aires - Comodoro Rivadavia,cabotaje,Ciudad de Buenos Aires,Ciudad Autónoma de Buenos Aires,Comodoro Rivadavia,Chubut,490,510,3,0.9608
2020,5,Ciudad de Buenos Aires - El Calafate,cabotaje,Ciudad de Buenos Aires,Ciudad Autónoma de Buenos Aires,El Calafate,Santa Cruz,160,170,1,0.9412
2020,5,Ciudad de Buenos Aires - Esquel,cabotaje,Ciudad de Buenos Aires,Ciudad Autónoma de Buenos Aires,Esquel,Chubut,251,266,2,0.9436
2020,5,Ciudad de Buenos Aires - Resistencia,cabotaje,Ciudad de Buenos Aires,Ciudad Autónoma de Buenos Aires,Resistencia,Chaco,212,240,3,0.8833
2020,5,Ciudad de Buenos Aires - Río Gallegos,cabotaje,Ciudad de Buenos Aires,Ciudad Autónoma de Buenos Aires,Río Gallegos,Santa Cruz,394,425,3,0.9271
2020,5,Ciudad de Buenos Aires - Trelew,cabotaje,Ciudad de Buenos Aires,Ciudad Autónoma de Buenos Aires,Trelew,Chubut,326,340,2,0.9588
2020,5,Ciudad de Buenos Aires - Ushuaia,cabotaje,Ciudad de Buenos Aires,Ciudad Autónoma de Buenos Aires,Ushuaia,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",796,850,8,0.9365
2020,5,Comodoro Rivadavia - Ciudad de Buenos Aires,cabotaje,Comodoro Rivadavia,Chubut,Ciudad de Buenos Aires,Ciudad Autónoma de Buenos Aires,192,425,3,0.4518
2020,5,Córdoba - Ciudad de Buenos Aires,cabotaje,Córdoba,Córdoba,Ciudad de Buenos Aires,Ciudad Autónoma de Buenos Aires,322,340,3,0.9471
2020,5,El Calafate - Ciudad de Buenos Aires,cabotaje,El Calafate,Santa Cruz,Ciudad de Buenos Aires,Ciudad Autónoma de Buenos Aires,65,170,1,0.3824
2020,5,Esquel - Ciudad de Buenos Aires,cabotaje,Esquel,Chubut,Ciudad de Buenos Aires,Ciudad Autónoma de Buenos Aires,110,266,2,0.4135
2020,5,Ezeiza - Amsterdam,internacional,Ezeiza,Buenos Aires,Amsterdam,,405,425,1,0.9529
2020,5,Ezeiza - Asunción,internacional,Ezeiza,Buenos Aires,Asunción,,181,288,1,0.6285
2020,5,Ezeiza - Auckland,internacional,Ezeiza,Buenos Aires,Auckland,,73,1083,4,0.0674
2020,5,Ezeiza - Bogotá,internacional,Ezeiza,Buenos Aires,Bogotá,,96,160,1,0.6
2020,5,Ezeiza - Brasilia,internacional,Ezeiza,Buenos Aires,Brasilia,,17,50,1,0.34
2020,5,Ezeiza - Cancún,internacional,Ezeiza,Buenos Aires,Cancún,,198,272,1,0.7279
2020,5,Ezeiza - Cartagena,internacional,Ezeiza,Buenos Aires,Cartagena,,116,160,1,0.725
2020,5,Ezeiza - Florianópolis,internacional,Ezeiza,Buenos Aires,Florianópolis,,30,170,1,0.1765
2020,5,Ezeiza - Londres,internacional,Ezeiza,Buenos Aires,Londres,,80,272,1,0.2941
2020,5,Ezeiza - Madrid,internacional,Ezeiza,Buenos Aires,Madrid,,1291,1392,5,0.9274
2020,5,Ezeiza - Miami,internacional,Ezeiza,Buenos Aires,Miami,,11,272,1,0.0404
2020,5,Ezeiza - París,internacional,Ezeiza,Buenos Aires,París,,222,381,1,0.5827
2020,5,Ezeiza - Roma,internacional,Ezeiza,Buenos Aires,Roma,,379,837,3,0.4528
2020,5,Ezeiza - Río Gallegos,cabotaje,Ezeiza,Buenos Aires,Río Gallegos,Santa Cruz,20,174,1,0.1149
2020,5,Ezeiza - Río de Janeiro,internacional,Ezeiza,Buenos Aires,Río de Janeiro,,35,170,1,0.2059
2020,5,Ezeiza - Salvador,internacional,Ezeiza,Buenos Aires,Salvador,,44,96,1,0.4583
2020,5,Ezeiza - Santiago,internacional,Ezeiza,Buenos Aires,Santiago,,470,793,4,0.5927
2020,5,Ezeiza - São Paulo,internacional,Ezeiza,Buenos Aires,São Paulo,,626,1111,5,0.5635
2020,5,Florianópolis - Ezeiza,internacional,Florianópolis,,Ezeiza,Buenos Aires,142,170,1,0.8353
2020,5,Lima - Ezeiza,internacional,Lima,,Ezeiza,Buenos Aires,138,174,1,0.7931
2020,5,Londres - Ezeiza,internacional,Londres,,Ezeiza,Buenos Aires,48,208,1,0.2308
2020,5,Madrid - Ezeiza,internacional,Madrid,,Ezeiza,Buenos Aires,1038,1099,4,0.9445
2020,5,Miami - Ezeiza,internacional,Miami,,Ezeiza,Buenos Aires,442,442,2,1.0
2020,5,Panamá - Ezeiza,internacional,Panamá,,Ezeiza,Buenos Aires,256,308,2,0.8312
2020,5,París - Ezeiza,internacional,París,,Ezeiza,Buenos Aires,153,381,1,0.4016
2020,5,Resistencia - Ciudad de Buenos Aires,cabotaje,Resistencia,Chaco,Ciudad de Buenos Aires,Ciudad Autónoma de Buenos Aires,209,288,4,0.7257
2020,5,Roma - Ezeiza,internacional,Roma,,Ezeiza,Buenos Aires,490,544,2,0.9007
2020,5,Río Gallegos - Ciudad de Buenos Aires,cabotaje,Río Gallegos,Santa Cruz,Ciudad de Buenos Aires,Ciudad Autónoma de Buenos Aires,341,510,3,0.6686
2020,5,Río Gallegos - Mendoza,cabotaje,Río Gallegos,Santa Cruz,Mendoza,Mendoza,91,174,1,0.523
2020,5,Río de Janeiro - Ezeiza,internacional,Río de Janeiro,,Ezeiza,Buenos Aires,164,170,1,0.9647
2020,5,Salvador - Ezeiza,internacional,Salvador,,Ezeiza,Buenos Aires,96,96,1,1.0
2020,5,Santiago - Ezeiza,internacional,Santiago,,Ezeiza,Buenos Aires,482,486,3,0.9918
2020,5,São Paulo - Ezeiza,internacional,São Paulo,,Ezeiza,Buenos Aires,719,1292,5,0.5565
2020,5,Trelew - Ciudad de Buenos Aires,cabotaje,Trelew,Chubut,Ciudad de Buenos Aires,Ciudad Autónoma de Buenos Aires,155,340,2,0.4559
2020,5,Ushuaia - Ciudad de Buenos Aires,cabotaje,Ushuaia,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",Ciudad de Buenos Aires,Ciudad Autónoma de Buenos Aires,327,765,9,0.4275
2020,6,Alajuela - Ezeiza,internacional,Alajuela,,Ezeiza,Buenos Aires,262,272,1,0.9632
2020,6,Amsterdam - Ezeiza,internacional,Amsterdam,,Ezeiza,Buenos Aires,152,294,1,0.517
2020,6,Auckland - Ezeiza,internacional,Auckland,,Ezeiza,Buenos Aires,197,544,2,0.3621
2020,6,Ciudad de Buenos Aires - Neuquén,cabotaje,Ciudad de Buenos Aires,Ciudad Autónoma de Buenos Aires,Neuquén,Neuquén,39,85,1,0.4588
2020,6,Ciudad de Buenos Aires - Resistencia,cabotaje,Ciudad de Buenos Aires,Ciudad Autónoma de Buenos Aires,Resistencia,Chaco,40,48,1,0.8333
2020,6,Ciudad de Buenos Aires - Río Gallegos,cabotaje,Ciudad de Buenos Aires,Ciudad Autónoma de Buenos Aires,Río Gallegos,Santa Cruz,340,340,2,1.0
2020,6,Ciudad de Buenos Aires - Río Grande,cabotaje,Ciudad de Buenos Aires,Ciudad Autónoma de Buenos Aires,Río Grande,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",1,85,1,0.0118
2020,6,Ciudad de Buenos Aires - San Juan,cabotaje,Ciudad de Buenos Aires,Ciudad Autónoma de Buenos Aires,San Juan,San Juan,19,25,1,0.76
2020,6,Ciudad de Buenos Aires - Ushuaia,cabotaje,Ciudad de Buenos Aires,Ciudad Autónoma de Buenos Aires,Ushuaia,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",941,1020,9,0.9225
2020,6,Comodoro Rivadavia - Ciudad de Buenos Aires,cabotaje,Comodoro Rivadavia,Chubut,Ciudad de Buenos Aires,Ciudad Autónoma de Buenos Aires,44,50,2,0.88
2020,6,Córdoba - Ciudad de Buenos Aires,cabotaje,Córdoba,Córdoba,Ciudad de Buenos Aires,Ciudad Autónoma de Buenos Aires,407,425,3,0.9576
2020,6,El Palomar - Río Grande,cabotaje,El Palomar,Buenos Aires,Río Grande,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",8,93,1,0.086
2020,6,Ezeiza - Amsterdam,internacional,Ezeiza,Buenos Aires,Amsterdam,,555,588,2,0.9439
2020,6,Ezeiza - Auckland,internacional,Ezeiza,Buenos Aires,Auckland,,147,2161,8,0.068
2020,6,Ezeiza - Bogotá,internacional,Ezeiza,Buenos Aires,Bogotá,,310,323,2,0.9598
2020,6,Ezeiza - Cancún,internacional,Ezeiza,Buenos Aires,Cancún,,158,544,2,0.2904
2020,6,Ezeiza - Frankfurt Am Main,internacional,Ezeiza,Buenos Aires,Frankfurt Am Main,,351,364,1,0.9643
2020,6,Ezeiza - La Habana,internacional,Ezeiza,Buenos Aires,La Habana,,28,272,1,0.1029
2020,6,Ezeiza - Madrid,internacional,Ezeiza,Buenos Aires,Madrid,,776,816,3,0.951
2020,6,Ezeiza - Miami,internacional,Ezeiza,Buenos Aires,Miami,,209,816,3,0.2561
2020,6,Ezeiza - París,internacional,Ezeiza,Buenos Aires,París,,261,381,1,0.685
2020,6,Ezeiza - Santiago,internacional,Ezeiza,Buenos Aires,Santiago,,261,487,2,0.5359
2020,6,Ezeiza - São Paulo,internacional,Ezeiza,Buenos Aires,São Paulo,,302,366,3,0.8251
2020,6,Madrid - Ezeiza,internacional,Madrid,,Ezeiza,Buenos Aires,249,272,1,0.9154
2020,6,Mendoza - Ciudad de Buenos Aires,cabotaje,Mendoza,Mendoza,Ciudad de Buenos Aires,Ciudad Autónoma de Buenos Aires,7,85,1,0.0824
2020,6,Miami - Ezeiza,internacional,Miami,,Ezeiza,Buenos Aires,945,1088,4,0.8686
2020,6,Punta Cana - Ezeiza,internacional,Punta Cana,,Ezeiza,Buenos Aires,28,272,1,0.1029
2020,6,Resistencia - Ciudad de Buenos Aires,cabotaje,Resistencia,Chaco,Ciudad de Buenos Aires,Ciudad Autónoma de Buenos Aires,53,133,2,0.3985
2020,6,Río Gallegos - Ciudad de Buenos Aires,cabotaje,Río Gallegos,Santa Cruz,Ciudad de Buenos Aires,Ciudad Autónoma de Buenos Aires,56,195,2,0.2872
2020,6,Río Gallegos - Ezeiza,cabotaje,Río Gallegos,Santa Cruz,Ezeiza,Buenos Aires,90,170,1,0.5294
2020,6,Río Grande - Ciudad de Buenos Aires,cabotaje,Río Grande,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",Ciudad de Buenos Aires,Ciudad Autónoma de Buenos Aires,4,133,2,0.0301
2020,6,Río Grande - El Palomar,cabotaje,Río Grande,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",El Palomar,Buenos Aires,10,93,1,0.1075
2020,6,San Juan - Comodoro Rivadavia,cabotaje,San Juan,San Juan,Comodoro Rivadavia,Chubut,22,25,1,0.88
2020,6,San Salvador de Jujuy - Ciudad de Buenos Aires,cabotaje,San Salvador de Jujuy,Jujuy,Ciudad de Buenos Aires,Ciudad Autónoma de Buenos Aires,1,25,1,0.04
2020,6,São Paulo - Ciudad de Buenos Aires,internacional,São Paulo,,Ciudad de Buenos Aires,Ciudad Autónoma de Buenos Aires,87,96,1,0.9062
2020,6,São Paulo - Ezeiza,internacional,São Paulo,,Ezeiza,Buenos Aires,238,316,2,0.7532
2020,6,Ushuaia - Ciudad de Buenos Aires,cabotaje,Ushuaia,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",Ciudad de Buenos Aires,Ciudad Autónoma de Buenos Aires,254,935,7,0.2717
2020,6,Ushuaia - Ezeiza,cabotaje,Ushuaia,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",Ezeiza,Buenos Aires,37,170,2,0.2176
2020,7,Amsterdam - Ezeiza,internacional,Amsterdam,,Ezeiza,Buenos Aires,169,882,3,0.1916
2020,7,Asunción - Ezeiza,internacional,Asunción,,Ezeiza,Buenos Aires,96,96,1,1.0
2020,7,Bogotá - Ezeiza,internacional,Bogotá,,Ezeiza,Buenos Aires,174,500,2,0.348
2020,7,Córdoba - Ezeiza,cabotaje,Córdoba,Córdoba,Ezeiza,Buenos Aires,73,85,1,0.8588
2020,7,El Palomar - Río Grande,cabotaje,El Palomar,Buenos Aires,Río Grande,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",15,93,1,0.1613
2020,7,El Palomar - Ushuaia,cabotaje,El Palomar,Buenos Aires,Ushuaia,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",58,93,1,0.6237
2020,7,Ezeiza - Amsterdam,internacional,Ezeiza,Buenos Aires,Amsterdam,,943,1176,4,0.8019
2020,7,Ezeiza - Asunción,internacional,Ezeiza,Buenos Aires,Asunción,,45,192,2,0.2344
2020,7,Ezeiza - Bogotá,internacional,Ezeiza,Buenos Aires,Bogotá,,241,250,1,0.964
2020,7,Ezeiza - Lima,internacional,Ezeiza,Buenos Aires,Lima,,339,356,2,0.9522
2020,7,Ezeiza - Madrid,internacional,Ezeiza,Buenos Aires,Madrid,,2239,3234,10,0.6923
2020,7,Ezeiza - Miami,internacional,Ezeiza,Buenos Aires,Miami,,520,816,3,0.6373
2020,7,Ezeiza - París,internacional,Ezeiza,Buenos Aires,París,,791,1137,4,0.6957
2020,7,Ezeiza - Roma,internacional,Ezeiza,Buenos Aires,Roma,,293,293,1,1.0
2020,7,Ezeiza - Río Grande,cabotaje,Ezeiza,Buenos Aires,Río Grande,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",1,85,1,0.0118
2020,7,Ezeiza - Santiago,internacional,Ezeiza,Buenos Aires,Santiago,,123,192,2,0.6406
2020,7,Ezeiza - São Paulo,internacional,Ezeiza,Buenos Aires,São Paulo,,162,170,1,0.9529
2020,7,Ezeiza - Ushuaia,cabotaje,Ezeiza,Buenos Aires,Ushuaia,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",845,952,5,0.8876
2020,7,Lima - Ezeiza,internacional,Lima,,Ezeiza,Buenos Aires,159,170,1,0.9353
2020,7,Madrid - Ezeiza,internacional,Madrid,,Ezeiza,Buenos Aires,122,687,2,0.1776
2020,7,Miami - Ezeiza,internacional,Miami,,Ezeiza,Buenos Aires,164,544,2,0.3015
2020,7,Montevideo - Ezeiza,internacional,Montevideo,,Ezeiza,Buenos Aires,24,339,1,0.0708
2020,7,París - Ezeiza,internacional,París,,Ezeiza,Buenos Aires,487,1104,4,0.4411
2020,7,Roma - Ezeiza,internacional,Roma,,Ezeiza,Buenos Aires,81,586,2,0.1382
2020,7,Río Grande - El Palomar,cabotaje,Río Grande,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",El Palomar,Buenos Aires,8,93,1,0.086
2020,7,San Carlos de Bariloche - Ezeiza,cabotaje,San Carlos de Bariloche,Río Negro,Ezeiza,Buenos Aires,6,48,1,0.125
2020,7,Santiago - Ezeiza,internacional,Santiago,,Ezeiza,Buenos Aires,181,192,2,0.9427
2020,7,São Paulo - Ezeiza,internacional,São Paulo,,Ezeiza,Buenos Aires,167,170,1,0.9824
2020,7,Ushuaia - El Palomar,cabotaje,Ushuaia,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",El Palomar,Buenos Aires,4,93,1,0.043
2020,7,Ushuaia - Ezeiza,cabotaje,Ushuaia,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",Ezeiza,Buenos Aires,118,476,4,0.2479
2020,8,Amsterdam - Ezeiza,internacional,Amsterdam,,Ezeiza,Buenos Aires,302,904,3,0.3341
2020,8,Asunción - Ezeiza,internacional,Asunción,,Ezeiza,Buenos Aires,96,96,1,1.0
2020,8,Comodoro Rivadavia - Ezeiza,cabotaje,Comodoro Rivadavia,Chubut,Ezeiza,Buenos Aires,80,85,1,0.9412
2020,8,Córdoba - Ezeiza,cabotaje,Córdoba,Córdoba,Ezeiza,Buenos Aires,73,170,1,0.4294
2020,8,Córdoba - Resistencia,cabotaje,Córdoba,Córdoba,Resistencia,Chaco,46,192,2,0.2396
2020,8,El Palomar - Río Grande,cabotaje,El Palomar,Buenos Aires,Río Grande,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",61,186,2,0.328
2020,8,El Palomar - Ushuaia,cabotaje,El Palomar,Buenos Aires,Ushuaia,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",20,93,1,0.2151
2020,8,Ezeiza - Amsterdam,internacional,Ezeiza,Buenos Aires,Amsterdam,,649,719,2,0.9026
2020,8,Ezeiza - Asunción,internacional,Ezeiza,Buenos Aires,Asunción,,25,96,1,0.2604
2020,8,Ezeiza - Comodoro Rivadavia,cabotaje,Ezeiza,Buenos Aires,Comodoro Rivadavia,Chubut,162,170,1,0.9529
2020,8,Ezeiza - Iquique,internacional,Ezeiza,Buenos Aires,Iquique,,170,188,1,0.9043
2020,8,Ezeiza - Larnarca,internacional,Ezeiza,Buenos Aires,Larnarca,,134,272,1,0.4926
2020,8,Ezeiza - Madrid,internacional,Ezeiza,Buenos Aires,Madrid,,1567,2208,7,0.7097
2020,8,Ezeiza - Miami,internacional,Ezeiza,Buenos Aires,Miami,,893,1338,5,0.6674
